fecha;latitud;longitud;precipitacion_mm;fuente
30/11/2021;-34;-62;54.5;NOAA PSL (ejemplo)
31/12/2021;-34;-62;90.7;NOAA PSL (ejemplo)
31/1/2022;-34;-62;117.8;NOAA PSL (ejemplo)
28/2/2022;-34;-62;152.5;NOAA PSL (ejemplo)
31/3/2022;-34;-62;126.5;NOAA PSL (ejemplo)
30/4/2022;-34;-62;150.3;NOAA PSL (ejemplo)
31/5/2022;-34;-62;118.2;NOAA PSL (ejemplo)
30/6/2022;-34;-62;1.2;NOAA PSL (ejemplo)
31/7/2022;-34;-62;38;NOAA PSL (ejemplo)
31/8/2022;-34;-62;66.8;NOAA PSL (ejemplo)
30/9/2022;-34;-62;9.5;NOAA PSL (ejemplo)
31/10/2022;-34;-62;104;NOAA PSL (ejemplo)
30/11/2022;-34;-62;161.5;NOAA PSL (ejemplo)
31/12/2022;-34;-62;160.9;NOAA PSL (ejemplo)
31/1/2023;-34;-62;104.3;NOAA PSL (ejemplo)
28/2/2023;-34;-62;200.5;NOAA PSL (ejemplo)
31/3/2023;-34;-62;137.4;NOAA PSL (ejemplo)
30/4/2023;-34;-62;109.1;NOAA PSL (ejemplo)
31/5/2023;-34;-62;84.3;NOAA PSL (ejemplo)
30/6/2023;-34;-62;84.9;NOAA PSL (ejemplo)
31/7/2023;-34;-62;65.6;NOAA PSL (ejemplo)
31/8/2023;-34;-62;82.5;NOAA PSL (ejemplo)
30/9/2023;-34;-62;78;NOAA PSL (ejemplo)
31/10/2023;-34;-62;74.2;NOAA PSL (ejemplo)
30/11/2023;-34;-62;106.8;NOAA PSL (ejemplo)
31/12/2023;-34;-62;159.5;NOAA PSL (ejemplo)
31/1/2020;-34;-61;162.5;NOAA PSL (ejemplo)
29/2/2020;-34;-61;51.7;NOAA PSL (ejemplo)
31/3/2020;-34;-61;2.3;NOAA PSL (ejemplo)
30/4/2020;-34;-61;172.7;NOAA PSL (ejemplo)
31/5/2020;-34;-61;46.7;NOAA PSL (ejemplo)
30/6/2020;-34;-61;88.8;NOAA PSL (ejemplo)
31/7/2020;-34;-61;26.5;NOAA PSL (ejemplo)
31/8/2020;-34;-61;0;NOAA PSL (ejemplo)
30/9/2020;-34;-61;97.1;NOAA PSL (ejemplo)
31/10/2020;-34;-61;112;NOAA PSL (ejemplo)
30/11/2020;-34;-61;56.2;NOAA PSL (ejemplo)
31/12/2020;-34;-61;0;NOAA PSL (ejemplo)
31/1/2021;-34;-61;87.7;NOAA PSL (ejemplo)
28/2/2021;-34;-61;145.6;NOAA PSL (ejemplo)
31/3/2021;-34;-61;56.1;NOAA PSL (ejemplo)
30/4/2021;-34;-61;135.1;NOAA PSL (ejemplo)
31/5/2021;-34;-61;114.2;NOAA PSL (ejemplo)
30/6/2021;-34;-61;129;NOAA PSL (ejemplo)
31/7/2021;-34;-61;91;NOAA PSL (ejemplo)
31/8/2021;-34;-61;25.4;NOAA PSL (ejemplo)
30/9/2021;-34;-61;129.8;NOAA PSL (ejemplo)
31/10/2021;-34;-61;66.1;NOAA PSL (ejemplo)
30/11/2021;-34;-61;83.6;NOAA PSL (ejemplo)
31/12/2021;-34;-61;53.3;NOAA PSL (ejemplo)
31/1/2022;-34;-61;92.8;NOAA PSL (ejemplo)
28/2/2022;-34;-61;81.7;NOAA PSL (ejemplo)
31/3/2022;-34;-61;121.4;NOAA PSL (ejemplo)
30/4/2022;-34;-61;211.6;NOAA PSL (ejemplo)
31/5/2022;-34;-61;46.4;NOAA PSL (ejemplo)
30/6/2022;-34;-61;19.3;NOAA PSL (ejemplo)
31/7/2022;-34;-61;158.6;NOAA PSL (ejemplo)
31/8/2022;-34;-61;63.6;NOAA PSL (ejemplo)
30/9/2022;-34;-61;36.5;NOAA PSL (ejemplo)
31/10/2022;-34;-61;126;NOAA PSL (ejemplo)
30/11/2022;-34;-61;54.7;NOAA PSL (ejemplo)
31/12/2022;-34;-61;191.3;NOAA PSL (ejemplo)
31/1/2023;-34;-61;148.9;NOAA PSL (ejemplo)
28/2/2023;-34;-61;101.6;NOAA PSL (ejemplo)
31/3/2023;-34;-61;237.9;NOAA PSL (ejemplo)
30/4/2023;-34;-61;95.7;NOAA PSL (ejemplo)
31/5/2023;-34;-61;152.1;NOAA PSL (ejemplo)
30/6/2023;-34;-61;115;NOAA PSL (ejemplo)
31/7/2023;-34;-61;150.1;NOAA PSL (ejemplo)
31/8/2023;-34;-61;152.1;NOAA PSL (ejemplo)
30/9/2023;-34;-61;71.6;NOAA PSL (ejemplo)
31/10/2023;-34;-61;36.3;NOAA PSL (ejemplo)
30/11/2023;-34;-61;108;NOAA PSL (ejemplo)
31/12/2023;-34;-61;66.1;NOAA PSL (ejemplo)
31/1/2020;-34;-60;215.7;NOAA PSL (ejemplo)
29/2/2020;-34;-60;132.8;NOAA PSL (ejemplo)
31/3/2020;-34;-60;111.7;NOAA PSL (ejemplo)
30/4/2020;-34;-60;135.2;NOAA PSL (ejemplo)
31/5/2020;-34;-60;47.6;NOAA PSL (ejemplo)
30/6/2020;-34;-60;51.4;NOAA PSL (ejemplo)
31/7/2020;-34;-60;145;NOAA PSL (ejemplo)
31/8/2020;-34;-60;41.2;NOAA PSL (ejemplo)
30/9/2020;-34;-60;17.7;NOAA PSL (ejemplo)
31/10/2020;-34;-60;100.9;NOAA PSL (ejemplo)
30/11/2020;-34;-60;144.3;NOAA PSL (ejemplo)
31/12/2020;-34;-60;135.9;NOAA PSL (ejemplo)
31/1/2021;-34;-60;164.8;NOAA PSL (ejemplo)
28/2/2021;-34;-60;88.1;NOAA PSL (ejemplo)
31/3/2021;-34;-60;58.9;NOAA PSL (ejemplo)
30/4/2021;-34;-60;201;NOAA PSL (ejemplo)
31/5/2021;-34;-60;98.9;NOAA PSL (ejemplo)
30/6/2021;-34;-60;87.5;NOAA PSL (ejemplo)
31/7/2021;-34;-60;151.4;NOAA PSL (ejemplo)
31/8/2021;-34;-60;101.8;NOAA PSL (ejemplo)
30/9/2021;-34;-60;92.8;NOAA PSL (ejemplo)
31/10/2021;-34;-60;182.3;NOAA PSL (ejemplo)
30/11/2021;-34;-60;52.8;NOAA PSL (ejemplo)
31/12/2021;-34;-60;146.4;NOAA PSL (ejemplo)
31/1/2022;-34;-60;117.9;NOAA PSL (ejemplo)
28/2/2022;-34;-60;139.4;NOAA PSL (ejemplo)
31/3/2022;-34;-60;206.4;NOAA PSL (ejemplo)
30/4/2022;-34;-60;151.4;NOAA PSL (ejemplo)
31/5/2022;-34;-60;141.9;NOAA PSL (ejemplo)
30/6/2022;-34;-60;153.6;NOAA PSL (ejemplo)
31/7/2022;-34;-60;66.8;NOAA PSL (ejemplo)
31/8/2022;-34;-60;32.1;NOAA PSL (ejemplo)
30/9/2022;-34;-60;17.8;NOAA PSL (ejemplo)
31/10/2022;-34;-60;0;NOAA PSL (ejemplo)
30/11/2022;-34;-60;187.8;NOAA PSL (ejemplo)
31/12/2022;-34;-60;44.8;NOAA PSL (ejemplo)
31/1/2023;-34;-60;103.9;NOAA PSL (ejemplo)
28/2/2023;-34;-60;112.1;NOAA PSL (ejemplo)
31/3/2023;-34;-60;145.4;NOAA PSL (ejemplo)
30/4/2023;-34;-60;166.8;NOAA PSL (ejemplo)
31/5/2023;-34;-60;158;NOAA PSL (ejemplo)
30/6/2023;-34;-60;70.8;NOAA PSL (ejemplo)
31/7/2023;-34;-60;76.6;NOAA PSL (ejemplo)
31/8/2023;-34;-60;88.1;NOAA PSL (ejemplo)
30/9/2023;-34;-60;57.6;NOAA PSL (ejemplo)
31/10/2023;-34;-60;154.4;NOAA PSL (ejemplo)
30/11/2023;-34;-60;109.5;NOAA PSL (ejemplo)
31/12/2023;-34;-60;136.7;NOAA PSL (ejemplo)
31/1/2020;-34;-59;148.1;NOAA PSL (ejemplo)
29/2/2020;-34;-59;184.7;NOAA PSL (ejemplo)
31/3/2020;-34;-59;139.1;NOAA PSL (ejemplo)
30/4/2020;-34;-59;61.1;NOAA PSL (ejemplo)
31/5/2020;-34;-59;135;NOAA PSL (ejemplo)
30/6/2020;-34;-59;67.4;NOAA PSL (ejemplo)
31/7/2020;-34;-59;58.6;NOAA PSL (ejemplo)
31/8/2020;-34;-59;103.3;NOAA PSL (ejemplo)
30/9/2020;-34;-59;131.9;NOAA PSL (ejemplo)
31/10/2020;-34;-59;75.1;NOAA PSL (ejemplo)
30/11/2020;-34;-59;100.4;NOAA PSL (ejemplo)
31/12/2020;-34;-59;185.1;NOAA PSL (ejemplo)
31/1/2021;-34;-59;127;NOAA PSL (ejemplo)
28/2/2021;-34;-59;256.1;NOAA PSL (ejemplo)
31/3/2021;-34;-59;158.3;NOAA PSL (ejemplo)
30/4/2021;-34;-59;37.9;NOAA PSL (ejemplo)
31/5/2021;-34;-59;152.7;NOAA PSL (ejemplo)
30/6/2021;-34;-59;119.1;NOAA PSL (ejemplo)
31/7/2021;-34;-59;149.5;NOAA PSL (ejemplo)
31/8/2021;-34;-59;107.7;NOAA PSL (ejemplo)
30/9/2021;-34;-59;63.1;NOAA PSL (ejemplo)
31/10/2021;-34;-59;12.8;NOAA PSL (ejemplo)
30/11/2021;-34;-59;74.5;NOAA PSL (ejemplo)
31/12/2021;-34;-59;57.5;NOAA PSL (ejemplo)
31/1/2022;-34;-59;86;NOAA PSL (ejemplo)
28/2/2022;-34;-59;155.4;NOAA PSL (ejemplo)
31/3/2022;-34;-59;213.5;NOAA PSL (ejemplo)
30/4/2022;-34;-59;145.7;NOAA PSL (ejemplo)
31/5/2022;-34;-59;55.2;NOAA PSL (ejemplo)
30/6/2022;-34;-59;122.2;NOAA PSL (ejemplo)
31/7/2022;-34;-59;144.8;NOAA PSL (ejemplo)
31/8/2022;-34;-59;43.5;NOAA PSL (ejemplo)
30/9/2022;-34;-59;63.3;NOAA PSL (ejemplo)
31/10/2022;-34;-59;74.8;NOAA PSL (ejemplo)
30/11/2022;-34;-59;45.8;NOAA PSL (ejemplo)
31/12/2022;-34;-59;132.4;NOAA PSL (ejemplo)
31/1/2023;-34;-59;109;NOAA PSL (ejemplo)
28/2/2023;-34;-59;147;NOAA PSL (ejemplo)
31/3/2023;-34;-59;85.6;NOAA PSL (ejemplo)
30/4/2023;-34;-59;104.1;NOAA PSL (ejemplo)
31/5/2023;-34;-59;151.1;NOAA PSL (ejemplo)
30/6/2023;-34;-59;81.4;NOAA PSL (ejemplo)
31/7/2023;-34;-59;171.3;NOAA PSL (ejemplo)
31/8/2023;-34;-59;54;NOAA PSL (ejemplo)
30/9/2023;-34;-59;81.2;NOAA PSL (ejemplo)
31/10/2023;-34;-59;120.6;NOAA PSL (ejemplo)
30/11/2023;-34;-59;14.1;NOAA PSL (ejemplo)
31/12/2023;-34;-59;12;NOAA PSL (ejemplo)
31/1/2020;-34;-58;38.7;NOAA PSL (ejemplo)
29/2/2020;-34;-58;189.1;NOAA PSL (ejemplo)
31/3/2020;-34;-58;102.4;NOAA PSL (ejemplo)
30/4/2020;-34;-58;253.9;NOAA PSL (ejemplo)
31/5/2020;-34;-58;86.8;NOAA PSL (ejemplo)
30/6/2020;-34;-58;109.2;NOAA PSL (ejemplo)
31/7/2020;-34;-58;162.1;NOAA PSL (ejemplo)
31/8/2020;-34;-58;174.3;NOAA PSL (ejemplo)
30/9/2020;-34;-58;173.1;NOAA PSL (ejemplo)
31/10/2020;-34;-58;134.4;NOAA PSL (ejemplo)
30/11/2020;-34;-58;136.2;NOAA PSL (ejemplo)
31/12/2020;-34;-58;129.6;NOAA PSL (ejemplo)
31/1/2021;-34;-58;153.9;NOAA PSL (ejemplo)
28/2/2021;-34;-58;98.4;NOAA PSL (ejemplo)
31/3/2021;-34;-58;89.1;NOAA PSL (ejemplo)
30/4/2021;-34;-58;125.8;NOAA PSL (ejemplo)
31/5/2021;-34;-58;106.5;NOAA PSL (ejemplo)
30/6/2021;-34;-58;77.3;NOAA PSL (ejemplo)
31/7/2021;-34;-58;119.8;NOAA PSL (ejemplo)
31/8/2021;-34;-58;121.8;NOAA PSL (ejemplo)
30/9/2021;-34;-58;74.4;NOAA PSL (ejemplo)
31/10/2021;-34;-58;147.9;NOAA PSL (ejemplo)
30/11/2021;-34;-58;27.9;NOAA PSL (ejemplo)
31/12/2021;-34;-58;90.3;NOAA PSL (ejemplo)
31/1/2022;-34;-58;79.2;NOAA PSL (ejemplo)
28/2/2022;-34;-58;32.7;NOAA PSL (ejemplo)
31/3/2022;-34;-58;125.9;NOAA PSL (ejemplo)
30/4/2022;-34;-58;119.9;NOAA PSL (ejemplo)
31/5/2022;-34;-58;190.7;NOAA PSL (ejemplo)
30/6/2022;-34;-58;131.5;NOAA PSL (ejemplo)
31/7/2022;-34;-58;33.8;NOAA PSL (ejemplo)
31/8/2022;-34;-58;166.7;NOAA PSL (ejemplo)
30/9/2022;-34;-58;131.1;NOAA PSL (ejemplo)
31/10/2022;-34;-58;103.1;NOAA PSL (ejemplo)
30/11/2022;-34;-58;73.7;NOAA PSL (ejemplo)
31/12/2022;-34;-58;52;NOAA PSL (ejemplo)
31/1/2023;-34;-58;96.4;NOAA PSL (ejemplo)
28/2/2023;-34;-58;180.4;NOAA PSL (ejemplo)
31/3/2023;-34;-58;224.2;NOAA PSL (ejemplo)
30/4/2023;-34;-58;203.1;NOAA PSL (ejemplo)
31/5/2023;-34;-58;90.6;NOAA PSL (ejemplo)
30/6/2023;-34;-58;44;NOAA PSL (ejemplo)
31/7/2023;-34;-58;92;NOAA PSL (ejemplo)
31/8/2023;-34;-58;0;NOAA PSL (ejemplo)
30/9/2023;-34;-58;86.2;NOAA PSL (ejemplo)
31/10/2023;-34;-58;66.6;NOAA PSL (ejemplo)
30/11/2023;-34;-58;61.7;NOAA PSL (ejemplo)
31/12/2023;-34;-58;20.3;NOAA PSL (ejemplo)
31/1/2020;-33;-65;140.7;NOAA PSL (ejemplo)
29/2/2020;-33;-65;99.3;NOAA PSL (ejemplo)
31/3/2020;-33;-65;71.5;NOAA PSL (ejemplo)
30/4/2020;-33;-65;0;NOAA PSL (ejemplo)
31/5/2020;-33;-65;113.6;NOAA PSL (ejemplo)
30/6/2020;-33;-65;188.6;NOAA PSL (ejemplo)
31/7/2020;-33;-65;168.1;NOAA PSL (ejemplo)
31/8/2020;-33;-65;51.2;NOAA PSL (ejemplo)
30/9/2020;-33;-65;39.9;NOAA PSL (ejemplo)
31/10/2020;-33;-65;97.5;NOAA PSL (ejemplo)
30/11/2020;-33;-65;35.1;NOAA PSL (ejemplo)
31/12/2020;-33;-65;115.1;NOAA PSL (ejemplo)
31/1/2021;-33;-65;153.3;NOAA PSL (ejemplo)
28/2/2021;-33;-65;187.3;NOAA PSL (ejemplo)
31/3/2021;-33;-65;125;NOAA PSL (ejemplo)
30/4/2021;-33;-65;115.8;NOAA PSL (ejemplo)
31/5/2021;-33;-65;71.1;NOAA PSL (ejemplo)
30/6/2021;-33;-65;58.7;NOAA PSL (ejemplo)
31/7/2021;-33;-65;73.7;NOAA PSL (ejemplo)
31/8/2021;-33;-65;92.4;NOAA PSL (ejemplo)
30/9/2021;-33;-65;115.7;NOAA PSL (ejemplo)
31/10/2021;-33;-65;33.9;NOAA PSL (ejemplo)
30/11/2021;-33;-65;159.6;NOAA PSL (ejemplo)
31/12/2021;-33;-65;86.4;NOAA PSL (ejemplo)
31/1/2022;-33;-65;113.9;NOAA PSL (ejemplo)
28/2/2022;-33;-65;88.6;NOAA PSL (ejemplo)
31/3/2022;-33;-65;8.8;NOAA PSL (ejemplo)
30/4/2022;-33;-65;170.2;NOAA PSL (ejemplo)
31/5/2022;-33;-65;151.8;NOAA PSL (ejemplo)
30/6/2022;-33;-65;85.9;NOAA PSL (ejemplo)
31/7/2022;-33;-65;88.3;NOAA PSL (ejemplo)
31/8/2022;-33;-65;99.8;NOAA PSL (ejemplo)
30/9/2022;-33;-65;0;NOAA PSL (ejemplo)
31/10/2022;-33;-65;47.6;NOAA PSL (ejemplo)
30/11/2022;-33;-65;124.7;NOAA PSL (ejemplo)
31/12/2022;-33;-65;37.3;NOAA PSL (ejemplo)
31/1/2023;-33;-65;129.7;NOAA PSL (ejemplo)
28/2/2023;-33;-65;58.2;NOAA PSL (ejemplo)
31/3/2023;-33;-65;153.3;NOAA PSL (ejemplo)
30/4/2023;-33;-65;124.2;NOAA PSL (ejemplo)
31/5/2023;-33;-65;34.2;NOAA PSL (ejemplo)
30/6/2023;-33;-65;158.2;NOAA PSL (ejemplo)
31/7/2023;-33;-65;48.3;NOAA PSL (ejemplo)
31/8/2023;-33;-65;33.5;NOAA PSL (ejemplo)
30/9/2023;-33;-65;80;NOAA PSL (ejemplo)
31/10/2023;-33;-65;131.5;NOAA PSL (ejemplo)
30/11/2023;-33;-65;34.2;NOAA PSL (ejemplo)
31/12/2023;-33;-65;103.1;NOAA PSL (ejemplo)
31/1/2020;-33;-64;136.4;NOAA PSL (ejemplo)
29/2/2020;-33;-64;160.6;NOAA PSL (ejemplo)
31/3/2020;-33;-64;138.8;NOAA PSL (ejemplo)
30/4/2020;-33;-64;107.6;NOAA PSL (ejemplo)
31/5/2020;-33;-64;73.6;NOAA PSL (ejemplo)
30/6/2020;-33;-64;104.3;NOAA PSL (ejemplo)
31/7/2020;-33;-64;31.4;NOAA PSL (ejemplo)
31/8/2020;-33;-64;0;NOAA PSL (ejemplo)
30/9/2020;-33;-64;91.8;NOAA PSL (ejemplo)
31/10/2020;-33;-64;119.2;NOAA PSL (ejemplo)
30/11/2020;-33;-64;0;NOAA PSL (ejemplo)
31/12/2020;-33;-64;49.5;NOAA PSL (ejemplo)
31/1/2021;-33;-64;146;NOAA PSL (ejemplo)
28/2/2021;-33;-64;228.9;NOAA PSL (ejemplo)
31/3/2021;-33;-64;131;NOAA PSL (ejemplo)
30/4/2021;-33;-64;89.6;NOAA PSL (ejemplo)
31/5/2021;-33;-64;105.9;NOAA PSL (ejemplo)
30/6/2021;-33;-64;168.7;NOAA PSL (ejemplo)
31/7/2021;-33;-64;52.7;NOAA PSL (ejemplo)
31/8/2021;-33;-64;34.1;NOAA PSL (ejemplo)
30/9/2021;-33;-64;45.9;NOAA PSL (ejemplo)
31/10/2021;-33;-64;26.4;NOAA PSL (ejemplo)
30/11/2021;-33;-64;91.1;NOAA PSL (ejemplo)
31/12/2021;-33;-64;181.2;NOAA PSL (ejemplo)
31/1/2022;-33;-64;131.2;NOAA PSL (ejemplo)
28/2/2022;-33;-64;113.4;NOAA PSL (ejemplo)
31/3/2022;-33;-64;115.4;NOAA PSL (ejemplo)
30/4/2022;-33;-64;47.8;NOAA PSL (ejemplo)
31/5/2022;-33;-64;159.2;NOAA PSL (ejemplo)
30/6/2022;-33;-64;96.1;NOAA PSL (ejemplo)
31/7/2022;-33;-64;76;NOAA PSL (ejemplo)
31/8/2022;-33;-64;233.7;NOAA PSL (ejemplo)
30/9/2022;-33;-64;84.9;NOAA PSL (ejemplo)
31/10/2022;-33;-64;36.4;NOAA PSL (ejemplo)
30/11/2022;-33;-64;63.7;NOAA PSL (ejemplo)
31/12/2022;-33;-64;157.4;NOAA PSL (ejemplo)
31/1/2023;-33;-64;120.7;NOAA PSL (ejemplo)
28/2/2023;-33;-64;54.1;NOAA PSL (ejemplo)
31/3/2023;-33;-64;176;NOAA PSL (ejemplo)
30/4/2023;-33;-64;92.6;NOAA PSL (ejemplo)
31/5/2023;-33;-64;208.7;NOAA PSL (ejemplo)
30/6/2023;-33;-64;154;NOAA PSL (ejemplo)
31/7/2023;-33;-64;62.6;NOAA PSL (ejemplo)
31/8/2023;-33;-64;138.1;NOAA PSL (ejemplo)
30/9/2023;-33;-64;73.4;NOAA PSL (ejemplo)
31/10/2023;-33;-64;116.7;NOAA PSL (ejemplo)
30/11/2023;-33;-64;109.2;NOAA PSL (ejemplo)
31/12/2023;-33;-64;57.7;NOAA PSL (ejemplo)
31/1/2020;-33;-63;82.8;NOAA PSL (ejemplo)
29/2/2020;-33;-63;177.5;NOAA PSL (ejemplo)
31/3/2020;-33;-63;113.3;NOAA PSL (ejemplo)
30/4/2020;-33;-63;105.8;NOAA PSL (ejemplo)
31/5/2020;-33;-63;67.2;NOAA PSL (ejemplo)
30/6/2020;-33;-63;121.2;NOAA PSL (ejemplo)
31/7/2020;-33;-63;188.1;NOAA PSL (ejemplo)
31/8/2020;-33;-63;20.6;NOAA PSL (ejemplo)
30/9/2020;-33;-63;71.2;NOAA PSL (ejemplo)
31/10/2020;-33;-63;144.6;NOAA PSL (ejemplo)
30/11/2020;-33;-63;81;NOAA PSL (ejemplo)
31/12/2020;-33;-63;122.6;NOAA PSL (ejemplo)
31/1/2021;-33;-63;61.9;NOAA PSL (ejemplo)
28/2/2021;-33;-63;147.4;NOAA PSL (ejemplo)
31/3/2021;-33;-63;120.6;NOAA PSL (ejemplo)
30/4/2021;-33;-63;175.3;NOAA PSL (ejemplo)
31/5/2021;-33;-63;174.4;NOAA PSL (ejemplo)
30/6/2021;-33;-63;229.5;NOAA PSL (ejemplo)
31/7/2021;-33;-63;114;NOAA PSL (ejemplo)
31/8/2021;-33;-63;90.3;NOAA PSL (ejemplo)
30/9/2021;-33;-63;79.7;NOAA PSL (ejemplo)
31/10/2021;-33;-63;56.4;NOAA PSL (ejemplo)
30/11/2021;-33;-63;101.9;NOAA PSL (ejemplo)
31/12/2021;-33;-63;85.2;NOAA PSL (ejemplo)
31/1/2022;-33;-63;123.4;NOAA PSL (ejemplo)
28/2/2022;-33;-63;191.9;NOAA PSL (ejemplo)
31/3/2022;-33;-63;79.7;NOAA PSL (ejemplo)
30/4/2022;-33;-63;183;NOAA PSL (ejemplo)
31/5/2022;-33;-63;180.9;NOAA PSL (ejemplo)
30/6/2022;-33;-63;94.1;NOAA PSL (ejemplo)
31/7/2022;-33;-63;0;NOAA PSL (ejemplo)
31/8/2022;-33;-63;43.6;NOAA PSL (ejemplo)
30/9/2022;-33;-63;134.8;NOAA PSL (ejemplo)
31/10/2022;-33;-63;72.9;NOAA PSL (ejemplo)
30/11/2022;-33;-63;35;NOAA PSL (ejemplo)
31/12/2022;-33;-63;74.8;NOAA PSL (ejemplo)
31/1/2023;-33;-63;157;NOAA PSL (ejemplo)
28/2/2023;-33;-63;153.3;NOAA PSL (ejemplo)
31/3/2023;-33;-63;118.1;NOAA PSL (ejemplo)
30/4/2023;-33;-63;107.6;NOAA PSL (ejemplo)
31/5/2023;-33;-63;95.4;NOAA PSL (ejemplo)
30/6/2023;-33;-63;53.9;NOAA PSL (ejemplo)
31/7/2023;-33;-63;165.8;NOAA PSL (ejemplo)
31/8/2023;-33;-63;57.9;NOAA PSL (ejemplo)
30/9/2023;-33;-63;130.9;NOAA PSL (ejemplo)
31/10/2023;-33;-63;150.1;NOAA PSL (ejemplo)
30/11/2023;-33;-63;134.9;NOAA PSL (ejemplo)
31/12/2023;-33;-63;78.4;NOAA PSL (ejemplo)
31/1/2020;-33;-62;135.2;NOAA PSL (ejemplo)
29/2/2020;-33;-62;124.8;NOAA PSL (ejemplo)
31/3/2020;-33;-62;84.8;NOAA PSL (ejemplo)
30/4/2020;-33;-62;142.2;NOAA PSL (ejemplo)
31/5/2020;-33;-62;56;NOAA PSL (ejemplo)
30/6/2020;-33;-62;159.4;NOAA PSL (ejemplo)
31/7/2020;-33;-62;61.8;NOAA PSL (ejemplo)
31/8/2020;-33;-62;84.1;NOAA PSL (ejemplo)
30/9/2020;-33;-62;84.2;NOAA PSL (ejemplo)
31/10/2020;-33;-62;61.1;NOAA PSL (ejemplo)
30/11/2020;-33;-62;114.3;NOAA PSL (ejemplo)
31/12/2020;-33;-62;76.3;NOAA PSL (ejemplo)
31/1/2021;-33;-62;158.6;NOAA PSL (ejemplo)
28/2/2021;-33;-62;58.7;NOAA PSL (ejemplo)
31/3/2021;-33;-62;136.3;NOAA PSL (ejemplo)
30/4/2021;-33;-62;222.9;NOAA PSL (ejemplo)
31/5/2021;-33;-62;65;NOAA PSL (ejemplo)
30/6/2021;-33;-62;66.1;NOAA PSL (ejemplo)
31/7/2021;-33;-62;110.7;NOAA PSL (ejemplo)
31/8/2021;-33;-62;83;NOAA PSL (ejemplo)
30/9/2021;-33;-62;87.5;NOAA PSL (ejemplo)
31/10/2021;-33;-62;98.5;NOAA PSL (ejemplo)
30/11/2021;-33;-62;116.7;NOAA PSL (ejemplo)
31/12/2021;-33;-62;155.5;NOAA PSL (ejemplo)
31/1/2022;-33;-62;135.5;NOAA PSL (ejemplo)
28/2/2022;-33;-62;113.9;NOAA PSL (ejemplo)
31/3/2022;-33;-62;163.6;NOAA PSL (ejemplo)
30/4/2022;-33;-62;221;NOAA PSL (ejemplo)
31/5/2022;-33;-62;108.4;NOAA PSL (ejemplo)
30/6/2022;-33;-62;51.3;NOAA PSL (ejemplo)
31/7/2022;-33;-62;140.4;NOAA PSL (ejemplo)
31/8/2022;-33;-62;68;NOAA PSL (ejemplo)
30/9/2022;-33;-62;0;NOAA PSL (ejemplo)
31/10/2022;-33;-62;116.4;NOAA PSL (ejemplo)
30/11/2022;-33;-62;58.2;NOAA PSL (ejemplo)
31/12/2022;-33;-62;95.5;NOAA PSL (ejemplo)
31/1/2023;-33;-62;131.6;NOAA PSL (ejemplo)
28/2/2023;-33;-62;135.5;NOAA PSL (ejemplo)
31/3/2023;-33;-62;165.5;NOAA PSL (ejemplo)
30/4/2023;-33;-62;104.2;NOAA PSL (ejemplo)
31/5/2023;-33;-62;140.7;NOAA PSL (ejemplo)
30/6/2023;-33;-62;87;NOAA PSL (ejemplo)
31/7/2023;-33;-62;121.9;NOAA PSL (ejemplo)
31/8/2023;-33;-62;104.8;NOAA PSL (ejemplo)
30/9/2023;-33;-62;23.2;NOAA PSL (ejemplo)
31/10/2023;-33;-62;128.3;NOAA PSL (ejemplo)
30/11/2023;-33;-62;58.2;NOAA PSL (ejemplo)
31/12/2023;-33;-62;140.4;NOAA PSL (ejemplo)
31/1/2020;-33;-61;133.4;NOAA PSL (ejemplo)
29/2/2020;-33;-61;217.9;NOAA PSL (ejemplo)
31/3/2020;-33;-61;118.8;NOAA PSL (ejemplo)
30/4/2020;-33;-61;108.5;NOAA PSL (ejemplo)
31/5/2020;-33;-61;114;NOAA PSL (ejemplo)
30/6/2020;-33;-61;84.8;NOAA PSL (ejemplo)
31/7/2020;-33;-61;125;NOAA PSL (ejemplo)
31/8/2020;-33;-61;0;NOAA PSL (ejemplo)
30/9/2020;-33;-61;17.3;NOAA PSL (ejemplo)
31/10/2020;-33;-61;20.6;NOAA PSL (ejemplo)
30/11/2020;-33;-61;132.5;NOAA PSL (ejemplo)
31/12/2020;-33;-61;185.5;NOAA PSL (ejemplo)
31/1/2021;-33;-61;109.8;NOAA PSL (ejemplo)
28/2/2021;-33;-61;117.5;NOAA PSL (ejemplo)
31/3/2021;-33;-61;133.5;NOAA PSL (ejemplo)
30/4/2021;-33;-61;184.1;NOAA PSL (ejemplo)
31/5/2021;-33;-61;68.6;NOAA PSL (ejemplo)
30/6/2021;-33;-61;111.9;NOAA PSL (ejemplo)
31/7/2021;-33;-61;133.8;NOAA PSL (ejemplo)
31/8/2021;-33;-61;99.1;NOAA PSL (ejemplo)
30/9/2021;-33;-61;79.5;NOAA PSL (ejemplo)
31/10/2021;-33;-61;124.1;NOAA PSL (ejemplo)
30/11/2021;-33;-61;0;NOAA PSL (ejemplo)
31/12/2021;-33;-61;133.9;NOAA PSL (ejemplo)
31/1/2022;-33;-61;82.3;NOAA PSL (ejemplo)
28/2/2022;-33;-61;34.4;NOAA PSL (ejemplo)
31/3/2022;-33;-61;155.6;NOAA PSL (ejemplo)
30/4/2022;-33;-61;194.7;NOAA PSL (ejemplo)
31/5/2022;-33;-61;108.1;NOAA PSL (ejemplo)
30/6/2022;-33;-61;147.6;NOAA PSL (ejemplo)
